Context,Response
"He is verbally abusive. When he gets mad, he just yells at me. At times, i feel scared.",I’m sorry you are experiencing this and i’m glad that you are looking for help and support. I’m not sure of all the details so take from answer what you can. If you are feeling unsafe or scared in your relationship please know that there are non profit domestic violence services that can help and provide you some more support. They can also safely plan with you if you choose to leave. It seems that you might be feeling defeated and if that’s the case a lot of domestic violence non profits provide free counseling if you are needing to talk to someone. What you are going through can be overwhelming and your are taking the right steps toward healing
"He is verbally abusive. When he gets mad, he just yells at me. At times, i feel scared.","Good for you on recognizing your own feelings. Often in an abusive relationship, the person who is being abused, starts doubting themselves and starts tolerating, then accepting abuse. Marriage is based in love and feeling taken care of by the partner. Feeling scared is the opposite of this. If you feel ready, tell him the way you feel and pay attention to how willing your husband is to being aware that he yells and that you feel scared. If he has no idea of what you're talking about, doesn't want to understand what you feel, then slowly take steps to understand within yourself whether or not tolerating your husband's behavior is acceptable to live with on an everyday basis."
"My kid’s dad and i broke up two years ago. He still wants me back, and i just started to fall for him again. But our kids are with child protective services: that’s why we broke up. He started to talk to other women, and he put his hands on me.",What you are experiencing is common with survivors of abusive relationships. Even abusive relationships have positive moments in them and typically for survivors those are things they still love and care about of the abuser. A lot of it could also be grief over the loss of the relationship and also your children. A lot of time people return to thier abuser because that’s the only support that they have. If this is something you are going through i would encourage you to seek out a domestic violence non profit in your area because they can provide you with additional support. I don’t know the whole situation but keep in mind that abusers will make promises and say what they think the other person wants to hear to get them to return. Attached is an example of what i am talking about: http://www. Bfwc. Org/pdf/cycle%20of%20violence. Pdfbased on what you decide i would encourage you to keep caution and boundaries. It might be helpful to safety plan with a domestic violence non profit.
"I'm in college currently, so i am not a direct victim anymore. My father is very abusive with his words and actions, and my siblings are getting treated horribly.","Yes you can help! emotional and verbal abuse can cause a negative impact in your family. It is important that you encourage your siblings to seek assistance with a therapist, and maybe help them find one, they should have school counselors available and if not our college counselor may help you to get referrals. It’s also a good idea to talk to your mom about the issue and ask her if she would like help as well. If you are concerned about your siblings' safety, contact family protective services in your state, they will investigate and refer your father to classes or therapy as needed. It takes courage to do the right thing, you can do this!¿hay algo que pueda hacer para ayudar a mis hermanos a escapar de nuestro emocionalmente abusivo padre? actualmente estoy en la universidad, así que no soy victima directamente. Mi padre es muy abusivo con sus palabras y acciones, y trata a mis hermanos horriblemente.¡tu si puedes ayudar! el abuso emocional y verbal puede causar daños graves en la familia. Es importante que motives a tus hermanos a visitar e incluso encontrar a un terapista, la escuela debe tener uno disponible, y también puedes pedirle referidos a tu consejero universitario. También es buena idea que hables con tu mama al respecto y le preguntes si a ella le gustaría buscar ayuda. Si te preocupa la seguridad de tus hermanos, contacta a el departamento de protección a la familia en tu estado para reportar el abuso. Ellos investigaran y determinaran si el hogar es un ambiente seguro par tus hermanos y recomendaran terapia o clases para tu papa. Hay que ser valiente para hacer lo correcto, ¡tú puedes hacerlo!"
"I am a survivor of domestic violence from a past relationship. Even after seven years, i still have horrible nightmares. I wake up in sweat, and the dreams feel so real.","Nightmare are actually very common for survivors of domestic violence. If they are affecting you the the point where you feel like you need to do something, you may want to consider processing your memories of the events with a trained trauma therapist. Another good option, may be to attend a support group for survivors where you could process your memories in a safe space where others will be able to provide support and understanding for what you went through as well as encouragement for the strength it took you to get out of that relationship. You may also want to consider completing a screening or assessment to rule out post-traumatic stress disorder as well."
"I am a survivor of domestic violence from a past relationship. Even after seven years, i still have horrible nightmares. I wake up in sweat, and the dreams feel so real.","Hello, and thank you for your question. First things first, i am so glad that you are alive and very sorry that you had to endure such a terrible experience. Now, let's talk about these nightmares. The first thing i want to tell you is that you are not losing your mind. Many people start to think that may be the case if they are still suffering from the affects of something that happened a long time ago. That's not the case. There is no time set time for which we should be ""over"" something like this. I am not sure if you received counseling after what happened to you, but that may be something to consider. Bad nightmares could be the sign of something like post traumatic stress disorder (ptsd), which would include other symptoms like being startled easily, re-experiencing the event, or avoiding places that remind you of it. There are other symptoms, as well, so if you believe this may be something you have you may want to seek counseling. There are good treatments for ptsd. If you cannot seek counseling at this time, there are some things you can do to try to manage the dreams on your own. I would encourage you to look up ""sleepy hygiene"" and try to make your bedtime rituals as relaxing as possible. You can also google search ""nightmare re-scripting"" or ""nightmare exposure"" and get some ideas on how you may be able to change your dreams. It may be a good idea to attend a domestic violence support group and get ideas from other survivors who no doubt have had sleep problems related to their experiences, too. Hope this was helpful. Be well. Robin j. Landwehr, dbh, lpc, ncc"
"After a domestic abuse situation, i went to a therapist, and then my husband went. The therapist discussed her assessment of borderline personality disorder with me. She then told my abuser the results of my tests.","It sounds like it may have been a violation of confidentiality for your therapist to disclose information about you without your permission. There are some exceptions to the general rule of confidentiality however. For example, when a therapist has a reasonable concern that a client (or someone else) is in imminent danger, he or she is generally allowed to disclose confidential information to protect that person. If you believe your counselor has violated your confidentiality, you can always contact your states' counseling regulatiory board. The board will then investigate the allegations and can take appropriate action."
"My husband and i have been together for seven years now. I will be honest: i have a problem lying to him about stupid stuff. I recently stupidly lied to my husband about an accident because i was afraid to tell him what happened. Ever since then, he gives me the cold shoulder. He gets so mad and ignores me for days. He's really verbally and emotionally abusive. He tells me all the bad things about me and calls me awful names. Should we call it quits? i'm tired of crying, but we have a toddler together.","Hi texas, thanks for your honesty; it helps me know where to go in answering you. What strikes me in your question is that you describe several ways in which your husband is hurtful/abusive/controlling with you, and then you ask ""should we call it quits?"". We? i wonder if maybe the first step is for you to start seeing this decision as yours, rather than yours together. The way your husband treats you is not your fault, texas. Your lies are a natural and normal way of you avoiding situations and encounters that feel unsafe for you. The problem is not your lying. The problem is that you don't feel safe enough to be honest with a person you're supposed to be able to trust. There's an analogy that i sometimes use; i don't know if this is scientifically true or simply a useful story, but it's powerful either way, so i will tell it to you. If you take a frog and drop it into a pot of boiling water, the frog will jump out immediately, knowing instinctively that if it stays in the pot, it will die. If you take a frog, however, and put it in a pot of cold water, and slowly, slowly, heat it to boiling, the frog will boil to death because it will fail to recognise the moment when it no longer has the energy to jump out of the pot; by the time it realises it's dying, it has lost its strength. It's called ""learned helplessness"". When your power or your voice has been taken away for a long time, you get used to that, and you fail to see the options that are available to you. You have a toddler, and you may be under the impression that staying in the marriage is best for the child. In my experience, and what research backs up, is that children first and foremost need a safe environment and parents who are happy. You are likely underestimating the effects on your child of living in a home with woman abuse. This is a complex picture, and if you were my client, i would want to get you to a stronger place emotionally where you're seeing the situation clearly and gathering resources and supports before you make any big decisions, but i do see that there are decisions that are there for you to make that can lead to a happy life for you and your child. I sincerely hope you seek professional help, with either a shelter for abused women or a therapist. I wish you the best."
"My boyfriend and i have been together for five years now. Throughout the entire first day that we met, he and i had the opportunity to interact quite a lot and instantly sparked a deep connection with one another. That same night, he and a friend stayed over at my house (without my mom's acknowledgment) and we kissed. The next two days were a repetition of the first day. On the third night, my mother finally caught us, and i was kicked out of my house. I left with him of course, and we went from meeting each other to being like a married couple. It was very hard for us. His stepdad also kicked him out of his home, and we were staying at cheap hotels and friend's houses with the little money we had. I quit my job and dropped out of school because it was hard to do anything without a stable home. There were times when we had nowhere else to go but sleep in the car outside a walmart parking lot. Our honeymoon stage, as they call it, probably only lasted one month. After that, it was a downward spiral. We were constantly arguing about money, food, and our families. We kept having the famous ""you're doing it wrong—do it this way"" argument. After six months, we moved across the country only to live the same thing, and that's when the violence started. One afternoon, after a serious argument, he got into his truck and threatened to leave me. I was frightened that he would actually go through with his word, given that we had just moved to a place where we knew no one. He told me to let him leave or he would hit me. He had once promised he would never touch me, so i challenged him to do it. He slapped me, and ever since that time, when we have serious fights, he loses control and hurts me. I haven't had the courage to leave him, and there's really nothing stopping me now. I don't live with him, i don't depend on him, and we don't have children. We both haven't been able to let go of that deep connection that we still have and that has been damaged so badly. He always apologizes, and at the beginning, he was more willing to change. Now he just wants me to understand why he does it and how i don't ever make the effort to try to be okay. I've read enough about domestic violence to know that it's not my fault that he loses control, so that's not even an issue for me. I know he has to change that on his own. I just want to know if there's people who have gone through this and had the tables turned? is there hope for a better future together?","Hi winters, i learned a long time ago that i can't ever predict who will change and who won't. I meet couples who seem to have all the ingredients but can't make it work, and others who have severe issues and they decide to make better decisions and things change. But in reading your story, the image of a slot machine came to mind. You're gambling your life away on the chance that this guy will change. Only you can decide how many years to give it. I see him giving you clear signs that he doesn't even believe in himself or want to change though. What are you waiting for? although you say you know his behaviours aren't your fault, something tells me that you're hoping your love for him will turn the key that unlocks something and makes him want to change. It doesn't work that way. Just like the slot machine, you have no power to change him or make this work. You can only decide when you've paid too much. I bet there's someone out there who loves and misses you. He's not your only support."
"I have anger issues that have worsened over the years because i’ve never dealt with my emotions. My anger has never been expressed physically until the past year. My girlfriend has had to endure these episodes. I love her, and i think i’m about to lose her, if i already haven’t. I throw things at her when i’m angry, and sometimes i hit her. I may not hit her enough to cause harm, but i still physically lash out at her. I don’t want to lose her, and i don’t want the situation to worsen. I am a lesbian in my early 30s, and i have been dealing with anger since my childhood. I'm ready to change. I need help now. I'm about to explode.","Hi baton rouge, i'm glad you're reaching out. The first step here is that you are taking some responsibility for your behaviours. I do hear you minimizing your actions (you say you don't ""hit her enough to cause harm""?), but you're headed in the right direction. I hope that in your pursuit of treatment you learn that the harm you're causing isn't just superficial bruising. The effects of using aggression and anger to control a person are deep and lasting wounds. Please seek treatment for yourself immediately. You say you love your girlfriend? do you love her enough to leave the relationship while you address your issues? are you brave enough to not lean on this relationship while you learn how to create a safe place for a partner? you have dangerous habits because you don't know how to manage your own emotional pain. You can unlearn this; and it doesn't mean you're a bad person. Sometimes, however, the relationship in which you have done the hurting is best ended, for both of your sakes, because too much damage has been done. I know you don't want to lose her, but you don't own her, and you don't have the right to trap her in this because you're afraid of being alone. Right now, she needs some space to figure out what's best for her and the freedom to make whatever decision she wants. This is potentially the first step to learning real respect; honouring her need for safety above your need for comfort. I wish you well."
"I have anger issues that have worsened over the years because i’ve never dealt with my emotions. My anger has never been expressed physically until the past year. My girlfriend has had to endure these episodes. I love her, and i think i’m about to lose her, if i already haven’t. I throw things at her when i’m angry, and sometimes i hit her. I may not hit her enough to cause harm, but i still physically lash out at her. I don’t want to lose her, and i don’t want the situation to worsen. I am a lesbian in my early 30s, and i have been dealing with anger since my childhood. I'm ready to change. I need help now. I'm about to explode.","Good for you for recognizing that a change has to be made quickly. Regardless of whether or not your girlfriend leaves your relationship, taking control of your anger needs to happen sooner than later. If left unresolved, it will follow you into any relationship you have. Have you talked to a therapist? i would suggest you take that step first. A therapist will help you explore the source of your anger and teach you new, adaptive ways of dealing with your anger. Until you're able to get some professional help, i would advise that you start recognizing when your emotions are becoming escalated and take a time out before the anger turns into aggression. If you feel yourself becoming heated, excuse yourself from the situation, go to a quiet place or on a walk, and practice some deep breathing. Clear your mind of the problem and focus only on your breathing as you inhale slowly counting to four and exhale slowly counting to six. Don't get discouraged if it doesn't work right away. Deep breathing takes practice! return to the situation or your girlfriend only once you have calmed down and are confident that you are not going to hurt anyone. You might also want to ask your girlfriend to remind you to take a break when she recognizes that your emotions are escalating. Know that with help and support, especially from a therapist, the issues you have can be resolved and new ways of coping can be learned. Good luck!"
"I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. I’m always there when he needs my help. He tells me although i help him doesn’t mean that i am a good person. He always discredits me as a woman and it’s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what i need to do.","That sounds like a very hurtful situation. Unfortunately, without a batterers intervention course or a desire to change, the abuse cycle is unlikely to stop. I do not recommend that you try to leave on your own due that being the most dangerous time when in an abusive relationship. As an abuser, his goal is to control you whether it's through mental or verbal means. I recommend that you contact a domestic violence shelter in your area. I have worked closely with harbor house of central florida and know they provide housing, transportation, and any other needed resources to women leaving an abusive relationship. There is help out there and you are not alone. If you need any additional resources in your area, please don't hesitate to contact me."
"I have a child with my baby mother. She works i take care of our young son. She says she is not cheating i have not found anything but she always putting me down, telling me to get out and telling me she doesn't love me, but then the next day after our fight she says she does. I'm having a hard time because before our child she said she was raped by a family member but she never went to the hospital or the cops. Now me and my family don't talk. She's always telling me i'm annoying and just belittles me. Nothing i do is right. She says i work you watch the baby. On her days off she never cooks or cleans. I have no friends or family and a couple months ago she was confiding to some guy, but says he's not any thing to her. What do i do? i don't want to leave.","It sounds like you are in a tough situation. You have to ask yourself why you don't want to leave her. Is it because of the child? or is it because you want the relationship to work? you must consider that being in an abusive relationship is not healthy for you or your child. So if the abuse continues, it would be more beneficial for you and your child to move out. On the other hand, if you are just wanting the relationship to work out despite its current state, you need to evaluate whether the relationship is worth salvaging. It seems as though you are very unhappy and undervalued in this relationship. Although your question revealed just a short bit of information, i didn't read about any positives in the relationship. Sometimes it's extremely hard to leave a relationship even though you know that the relationship itself is harmful for you. However, with time and focus you can do it. Each day will get a little easier and you have to trust yourself that you are making the right situation for you and your child. However, if you really feel that you want to stay in the relationship, you have to be upfront with her. You need to tell her exactly how you feel and give her specific examples of how she is hurting you. This gives her a chance to render the situation. If after this there is no improvement, i suggest that you start reconsidering your decision to stay. I also think it would be valuable for you to start engaging in things outside of the home that make you happy. Are there any hobbies you enjoy? are there any groups in the area that you can join such as playgroups that will allow you to engage with other parents? start looking into these options and finding an avenue for you to do something for your own benefit. It is certainly not healthy for you to isolate yourself from friends and family. You need to have additional support networks besides the one with your girlfriend, especially since this has not been a healthy environment lately. Thank you for reaching out. I wish you the best of luck with your relationship."
"I’ve known my boyfriend for several years. We were friends for a long time. In 2013 we started a relationship, and he even asked me to move in with him since i lived out of state. I planned to move in with him in 2014 after i finished school and he found a job. However, during this time we had a few arguments and broke up with each other for a short period of time. We decided later to make it work. Shortly after, i found out that i was pregnant. I wanted to tell him during his next visit. However, he never came to see me and instead asked me for money. After i gave him money, he quit answering my phone calls and texts. Soon after, i experienced a miscarriage. I texted him about what had happened, and he didn’t seem to care. I was extremely hurt by this. I still decided to move back as i had originally planned. He helped me with the move and replaced the money i had lent him. During this time, i asked if he wanted to be in this relationship because i needed to know. Although he says he did, i hardly ever see him. He never got a job, which was in the original plan. After that, we both started seeing other people for a short amount of time but once again got back together. Once we got back together, i cut all ties with the former relationship i had been in. I thought he had too. But i found out that he did not attempt to do as i did and was still talking with another woman. In fact, he had even sent inappropriate pictures to her. When i confronted him about this, he wasn’t apologetic. He said that he only did it to get even with me and was actually mad at me for looking through his phone. He even closed his car window on my finger and tried to throw me out of his car. I don’t know what to do.","There are plenty of red flags that you have been presented with:several breakups not holding up his end of the bargain regarding worklack of empathy for your miscarriagelying about his involvement with another womanphysical violence, which is of most concern. This seems to be a very unhealthy relationship. In my experience, relationships such as these rarely become positive ones. Violence is never okay and regardless of his reasoning (you looking through his phone), it is indefensible. You have to look at these red flags and ask yourself, “is this really someone i want to marry? is he an asset to my life?” i think you’ll realize he is not. Best of luck to you and please know that you deserve someone who treats you with kindness, dignity and respect."
Now i have anger and trust issues. How can i treat this and fix myself?,"I will assume that for whatever reason, you either do not want to or are not able to seek counseling for this. However, i highly urge you to do so because long-term childhood abuse does have negative consequences for your life as an adult, as it seems you are already aware. There are confidential and free crisis hotlines that you can call that deal with sexual abuse. Some/most also offer free counseling services in local areas. That would be a good place to start looking, especially if cost of counseling is an issue. The important thing to know is that what happened was not your fault and that you deserve to live a happy life free of the past. Having anger and trust issues after something like this is a perfectly normal reaction to what happened to you. Angry? yes! at your brother for what he did, at your parents for not protecting you. Having trouble trusting? of course! the very people who were supposed to love and protect you hurt you instead. Two books that might help you are codependent no more and boundaries: where you end and i begin."
I snap easy and push people away. I need help before i push my boyfriend away.,"Death of someone with whom we had fond involvement, is sad. Accepting that a person is permanently gone from this earth, is unsettling and can feel painful. That you had no current contact with this person doesn't exclude the meaning or feelings from within your relationship with this person. Relationships don't require a time measurement in order to affect us. Your question acknowledges the process of adjusting to life without the chance to see or hear from this person again. It is normal to grieve so be gentle and not critical of yourself when you feel yourself missing this person."
I snap easy and push people away. I need help before i push my boyfriend away.,"Meditation may be able to assist you in dealing and looking at your anger differently. Anger is not usually just anger. Behind our anger may lie rejection, grief, loneliness, a longing to reconnect, etc. When we ignore or repress our anger, we are always ignoring these other emotions as well. Meditation is the midpoint between expressing and repressing anger. It allows us a space to stay present with it as it arises and recognize the many faces of anger. By doing this, we are able to become aware of our feelings to learn more about them and not be swept away by them. Learn more here: https://www. Therapybyshannon. Com/blog-2/2019/4/26/meditate-to-manage-anger"
I snap easy and push people away. I need help before i push my boyfriend away.,"Awareness is the first step. Now that you know that you snap and push people away, you can look into ways to control your anger. If you give yourself the time to analyze why you experience anger, you will discover that there are other feelings underneath; shame, frustration, disappointment, and fear are some of the feelings that we cover with anger when we are not ready to deal with them or don’t know how to express them. So next time you feel angry, even if you snap (with practice you will be able to identify them ahead of time), identify why you are angry, and try to express it out loud. A therapist can help you to learn assertive communication skill using examples drawn from your daily experiences. If you would like to engage in therapy, i am licensed in texas and puerto rico, you can contact me at 787-466-5478.¿cómo puedo controlarme y a mi coraje? exploto fácilmente y alejo a las personas. Necesito ayudo antes de hacer que mi novio se aleje. Tener conciencia de la situación es el primer paso. Ahora que sabes que explotas y alejas a las personas, puedes buscar maneras de controlar tu enojo. Si te das tiempo para analizar porque te da coraje, descubrirás que hay otras emociones escondidas, la vergüenza, la frustración, la decepción y el miedo son algunas de las emociones que cubrimos con coraje cuando no estamos listos para revelarlas, procesarlas o expresarlas. Así que la próxima vez que estés a punto de explotar, o cuando ya hayas explotado (con la practica uno aprende a identificarlas de antemano), identifica por que estas enojada e intenta expresarlo en voz alta. Un consejero te puede ayudar aprender técnicas de comunicación asertiva usando ejemplos de tu vida cotidiana. Si te gustaría hacer terapia, soy consejera profesional licenciada en texas y en puerto rico, llama al 787-466-5478."
My roommate is a unapologetic person who doesn't care who she hurts. She never apologizes to me or my family. She made me lose my temper today to the point where i was using swear words in front of my mom and brother.,"You must be feeling frustrated about how to resolve this. Some people seem to really provoke emotional responses in us. One thing to learn for a quick review of yourself when you are provoked is to pay attention to your body. Notice your heart rate, fists clenched, some warmth going through your body and these are signs that the interaction is toxic for you. Move out of the room, say something calling to both of you and let things simmer down before responding. When you are able to calm your body, think of ways to bring the issue to her attention using positive words but holding your ground. If she doesn't listen ask someone to come with you to talk to her about it, if she still won't listen, reassess your expectations of her. Finally if you need to, you may have to consider changing the status of your rooming together."
My roommate is a unapologetic person who doesn't care who she hurts. She never apologizes to me or my family. She made me lose my temper today to the point where i was using swear words in front of my mom and brother.,"Must you keep this roommate in your life? if you've tried speaking with the person about your unhappiness to feel angry ""all the time"", the problem has been going on for an extended amount of time and nothing changes, then the next step would be for both of you to part ways. It is possible each of you triggers the other in very deep and irrational ways on occasion. If the choice is to tolerate being triggered or to dissolve the relationship, then your decision is which of these two choices is better for you. Since you already know you don't like to be triggered, parting ways as soon as reasonably possible, seems the choice you prefer. Either choice is fine. Let the decision depend on which way makes you feel life is livable and happy!"
I get angry and act out. It scares my wife and child.,"Anger is a normal emotion, no different than joy, elation, or sadness. It's not anger that gets us in trouble it's the overtness of the emotion or how we allow it to manifest that gets us in trouble. Being able to control your temper depends on several variables: how you saw anger acted out as a child in terms of your primary caregivers and what you internalized as being normal in terms of managing conflict, and your communication style regarding how you confront problematic situations. There are some whose anger takes on a volcano effect whereby they don't readily address problematic situations but rather they continue to stuff their emotion until the right trigger causes them them to explode, and then there are those who are very impulsive in terms of how they react to stressful situations, they don't take time to think out situations or to make sense of them, they just impulsively respond. I would encourage you to seek anger management from a therapist who utilizes a cognitive behavioral approach in order that you may explore how your irrational thinking related to certain situations may be influencing your problematic behavior. In addition, i would encourage you to engage in activities that promote stress reduction if your blowups are indeed related to being overly stressed. The first step is recognizing that you have a problem that you need help in understanding and addressing, which you have, now take the next step in finding a therapist in order that you may learn to control your temper and undo some faulty wiring that may be related to how you process emotion, and communicate that you're angry. Remember, anger is the overt expression of some other emotion (i. E., disappointment, hurt, frustration, etc..) hope this helps..."
I get angry and act out. It scares my wife and child.,"Well, yes, of course it scares them. They see someone they love behaving is frightening ways. That's a good reason to want to manage your emotions differently... But what are your thoughts on your anger? do you think your angry feelings justify lashing out? the thing is that feeling angry is just that... Feeling. Acting out is behavior and that affects everyone around you. Do you need to manage your behavior, as well as your feelings? my guess is that you do. First you need to pay better attention to your feelings ""thermostat"". If you are always near ""boiling"" you don't have much margin for error. It's in your best interest, and that of your family, to bring that temperature down. That may mean more physical activity, meditation, journaling or some other outlet. The next, and bigger, question is what are you so mad about? or are you really sad, scared, confused? anger is a secondary emotion, much like pneumonia is a secondary infection. Anger, which sets us up to defend ourselves against a perceived danger, is often a cover for feelings that leave us more vulnerable. That means people who are grieving may exhibit rage; people who are scared may lash out. That doesn't excuse bad behavior, but it might explain it. Get in t o see a therapist asap. You need a bit of help to identify both anger triggers and underlying feelings that get played out as anger. You are not a bad person for exhibiting emotions, but anger can quickly become destructive - get help now!"
I get angry and act out. It scares my wife and child.,"Yes you can.. If you cannot control your temper, who can? you have more power of your emotions, thoughts and feeling than you are giving yourself credit for. If this is scaring your wife and child, you need to get control of it immediately. Try going to an anger management class. It will help to discover what is the root cause of your anger, what triggers it and how you can control/manage it. If you can't go to a class, try self help books or even better yet counseling and support of a professional counselor."
"Sometime when small thing happen, like losing a comb, i get furious. I even start throwing things. Do i have a problem?","Anger does have its place. When anger is experienced often or the magnitude of it does not fit the scenario, such as your losing comb, the question becomes, what does losing that comb mean to you? in the very split second that you have realized the comb is missing, there is a reaction that occurs within you, accompanied by an image or thought that like lightening flashes so quickly that you may not be aware what it is. As sherry noted below, awareness. Awareness is fundamental. Becoming aware of ourselves and what is happening internal that sparks it off. The next time you feel angry from a ""small thing"", stop and ask yourself, why am i angry that this is lost? find out what you are thinking or how you are speaking to yourself. You will become aware and once you are aware, steps can be taken to alter the experience for the better. A professional can assist with that!"
"Sometime when small thing happen, like losing a comb, i get furious. I even start throwing things. Do i have a problem?","I don't like the word ""problem"". It is such a strong word. However i would say that you have an issue that needs to be addressed and controlled before it directed at the wrong person and gets totally out of control. I have found that anger management classes has been helpful for my clients. Try and see if it will help. You will be surprised at what you learn about your self."
"Sometime when small thing happen, like losing a comb, i get furious. I even start throwing things. Do i have a problem?","Anyone who asks whether or not they have a problem, usually feels at least partly, that they do have a problem. Your answer to the question is what matters. Since you already understand that your reaction is overstated to the events which trigger them, the reactions you're having are more than likely anger that is leftover from past events, either in the near or distant past. Be aware, consider, reflect on how you usually handle feeling angry. Based on your description here, it is quite likely that the anger you show toward what you call ""little things"" reflect anger at much bigger matters that are uncomfortable and not easy to understand. Knowing more about the more significant matters causing frustration for you, may very likely decrease reacting angrily toward smaller matters."
We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts.,"You shouldn't need to educate yourself on violent outbursts. He is the one in the position to change his violent outbursts. They are his behavior, not yours. All you're trying to do is have a relationship with this guy. The one task to do is during a quiet time to tell your boyfriend the way you feel about his outbursts. His answer, whether he denies having a problem, blames you for his problem, tells you the problem isn't so bad, why are you complaining, tells you a lot about his willingness to change. Whether or not he considers himself to have a problem and wants to change himself, is very good for you to know. This tells you what to expect from him in future. You can reflect and plan ahead for your own life depending on your tolerance and willingness to live with what he answers you."
We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts.,"First, let me extend my compassion to both of you -- it sounds like you have a lot on your plates. Childhood trauma carries its negative effects into our adulthood and affects everyone who loves us. Your question is brief, so i'll just try to give general answers as best i can. From my experiences treating many people with your boyfriend's experiences, the short, healthy answer is that you can't fix the situation and maybe not even be able to help. He needs a professional. Period. What you can do, is take care of yourself. With his background, it is not likely that he will be able to help you or take care of you in a healthy way. Your task needs to prioritize your own safety and well-being. Trauma and substance abuse are the definition of being out of control, unable to set and manage appropriate boundaries, manage his own emotions and behaviors. So your boyfriend is unlikely to be able to change in the near-term, certainly not without professional help. You might also benefit from help and support, to understand your own role in your relationship and how you can make changes in your life. I am not blaming you for any aspect of your boyfriend's behavior, only acknowledging that there are two people in every relationship. If you have accepted your boyfriend's drinking and violent outbursts in the past (by staying in the relationship), that is likely to perpetuate his behavior. And there isn't any way to ""handle violent outbursts."" they shouldn't be handled at all, and if you have to be away from your boyfriend during his outbursts in order to be emotionally and physically safe, then that may be what you will have to do. We can never really change anyone else. The only person we can change is ourselves. Sometimes our behavior changes the odds of another person's behaviors, but it doesn't control it. I would recommend that you work with a professional to first, ensure your own safety above all. Then make decisions about what behavior you are willing to accept or be connected to, and which you want to separate from. Whatever your boyfriend does in his life, you will be happier if you manage your own feelings, set boundaries, etc. Let me say again that you also would benefit from some good insight and support as you continue your journey. Wishing you and your boyfriend healing and recovery."
"Any time things get heated, the past gets brought up. I raise my voice at her to try to get a point across. She asks open-ended questions but always has to turn my own answer against me. She's seven months pregnant. I have drank in the past, but i'm not dependent on alcohol—i only drink at social events.","Have you tried to talk about the subjects of the past, in the present at a time in which there is no heat between the two of you? since your gf would like to resolve situations from the past the best way to do so would be to talk about them. The more you try to avoid certain subjects the more likely they will come up between you at worse possible moments. If you can get ahead of the pattern of old topics coming up without your control, then try scheduling a discussion about them. This by itself will show your gf you care about what she cares about and this may be one quality she would feel good about."
"When i got home, my boyfriend and i got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but i would be lying if i said that didn't scare me. I locked myself in the room.","Sounds scary to watch. I agree with you! maybe he felt so overwhelmed by anger, hurt and frustration that he went back to an old behavior from his past in which someone hit him for having strong emotions. Now that the incident is past, bring up the topic to him so the two of you can discuss it. Just the fact of you having empathy and caring what he was feeling at the time, may be restorative to him. At the very least, you may find out exactly what the answer is to your question as to why he did this in the first place!"
Everything just makes me upset.,"Anger often comes with a lot of other emotions. Consider what else you may be feeling at the same time and keep track of your different mood changes. You may be able to notice patterns, such as being more frustrated when you don't sleep well. If you do feel as though you are mad all the time, can you think of any exceptions so you can see what is different in those times?"
I get really mad easily at my parents and family.,"Anger is not necessarily a bad thing. If you are angry and you can talk about your feelings, that would be very helpful. Anger usually comes along with something else, like feeling sad, worried, overwhelmed, confused, and many others. Consider looking at what you notice in addition to anger and you may have a different starting point. If you get along well with friends and don't get angry with them, look at the differences. Do you feel criticized by your parents or family? misunderstood? there could be any number of things. I wonder if you start getting angry very slowly and it builds or if it happens quickly. Try to keep an eye on the patterns and see if you can stop and look at what else is going on as you start to get angry. Anger is a real emotion in itself. It almost always connects to something else as well."
